number, name, year, director, screenwriter, roles, style, countries, language, date, long, imdb, evaluation
377,侏罗纪世界2 Jurassic World: Fallen Kingdom,2018,['J·A·巴亚纳'],"['科林·特莱沃若', '德里克·康纳利', '迈克尔·克莱顿']","['克里斯·帕拉特', '布莱丝·达拉斯·霍华德', '贾斯蒂斯·史密斯', '伊莎贝拉·瑟蒙', '拉菲·斯波', '托比·琼斯', '泰德·拉文', '詹姆斯·克伦威尔', '黄荣亮', '丹妮艾拉·皮内达', '杰拉丁·卓别林', '杰夫·高布伦', '卡米尔·雷米泽斯基', '丹尼尔·斯蒂森', '皮特·杰森', '迈克尔·帕帕约翰', '罗伯特·埃姆斯', '罗南·萨莫尔斯', '麦克斯·贝克', '丹尼尔·厄根', '戴维·奥拉瓦莱·阿印德']","['动作', '科幻', '冒险']", 美国, 英语 / 俄语,2018-06-15(中国大陆),128分钟, tt4881806,6.7
378,白日梦想家 The Secret Life of Walter Mitty,2013,['本·斯蒂勒'],"['斯蒂夫·康拉德', '詹姆斯·瑟伯']","['本·斯蒂勒', '克里斯汀·韦格', '亚当·斯科特', '西恩·潘', '凯瑟琳·哈恩', '泰伦斯·伯尼·海恩斯', '保罗·菲兹杰拉德', '乔恩·戴利', '乔伊·斯洛特尼克', '格蕾丝·雷克斯', '阿莱克斯·阿方格', '阿曼达·诺顿', '阿德里安·马丁斯', '雪莉·麦克雷恩', '艾米·斯蒂勒', '斯图尔特·康菲尔德', '奥拉维尔·达里·奥拉夫松', '索哈德吕尔·西格罗森', '贡纳·黑尔加松', '卡伊·伦诺克斯', '柯南·奥布莱恩', '安迪·里克特', '安东尼·德西奥', '帕顿·奥斯瓦尔特', '理查德·德多梅尼科', '马特·莱文', '格雷格·西佩斯', '马米·科西科', '马修·古利', '罗丝玛丽·霍华德', '伊兰·克里斯费尔德', '安娜·库奇马']","['剧情', '喜剧', '冒险']", 美国 / 英国, 英语 / 西班牙语 / 冰岛语,2013-12-25(美国),114分钟, tt0359950,8.5
379,X战警：逆转未来 X-Men: Days of Future Past,2014,['布莱恩·辛格'],"['西蒙·金伯格', '简·古德曼', '马修·沃恩']","['休·杰克曼', '詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹妮弗·劳伦斯', '哈莉·贝瑞', '尼古拉斯·霍尔特', '埃文·彼得斯', '伊恩·麦克莱恩', '帕特里克·斯图尔特', '艾利奥特·佩吉', '安娜·帕奎因', '彼特·丁拉基', '肖恩·阿什莫', '卢卡斯·提尔', '丹尼尔·库德摩尔', '波波·斯图尔特', '奥玛·希', '范冰冰', '阿丹·坎托', '乔什·赫尔曼']","['剧情', '动作', '科幻', '冒险']", 美国 / 英国, 英语 / 越南语 / 法语,2014-05-23(美国/中国大陆),132分钟,"
        ",8.2
380,霍比特人1：意外之旅 The Hobbit: An Unexpected Journey,2012,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '彼得·杰克逊', '吉尔莫·德尔·托罗', 'J. R. R. 托尔金']","['伊恩·麦克莱恩', '马丁·弗瑞曼', '理查德·阿米蒂奇', '肯·斯托特', '格拉汉姆·麦克泰维什', '詹姆斯·内斯比特', '迪恩·奥戈曼', '艾丹·特纳', '雨果·维文', '凯特·布兰切特', '安迪·瑟金斯', '西尔维斯特·迈可伊', '克里斯托弗·李', '伊利亚·伍德', '伊安·霍姆', '李·佩斯']","['动作', '奇幻', '冒险']", 美国 / 新西兰, 英语,2013-02-22(中国大陆),169分钟, tt0903624,8.4
381,蜘蛛侠 Spider-Man,2002,['山姆·雷米'],"['大卫·凯普', '斯坦·李', '史蒂夫·迪特寇']","['托比·马奎尔', '威廉·达福', '克斯汀·邓斯特', '詹姆斯·弗兰科', '克里夫·罗伯逊', '罗斯玛丽·哈里斯', 'J·K·西蒙斯', '乔·曼根尼罗', '格里·贝克尔', '比尔·努恩', '杰克·贝茨', '斯坦利·安德森', '罗恩·帕金斯', '迈克尔·帕帕约翰', '布鲁斯·坎贝尔']","['动作', '科幻', '冒险']", 美国, 英语,2002-08-07(中国大陆),121 分钟, tt0145487,8.0
382,神奇女侠 Wonder Woman,2017,['派蒂·杰金斯'],"['艾伦·海因伯格', '扎克·施奈德', '贾森·福克斯', '威廉·马斯顿']","['盖尔·加朵', '克里斯·派恩', '康妮·尼尔森', '罗宾·怀特', '大卫·休里斯', '丹尼·赫斯顿', '埃伦娜·安纳亚', '露茜·戴维斯', '萨伊德·塔格马奥', '艾文·布莱纳', '尤金·布雷弗·洛克', '莉莉·阿斯佩尔', '艾米丽·凯里', '丽莎·洛文·孔斯利', '安·奥戈博莫', '弗洛伦丝·卡松巴', '杜晨·科洛斯']","['动作', '奇幻', '冒险']", 美国 / 中国大陆 / 中国香港, 英语,2017-06-02(中国大陆/美国),141分钟, tt0451279,7.1
383,十二生肖,2012,['成龙'],"['成龙', '唐季礼', '邓景生', '陈勋奇']","['成龙', '权相宇', '廖凡', '姚星彤', '张蓝心', '白露娜', '刘承俊', '吴彦祖', '舒淇', '李宗盛', '陈柏霖', '卢惠光', '耿长军', '白冰', '林鹏']","['喜剧', '动作', '冒险']", 中国大陆 / 中国香港, 英语 / 汉语普通话 / 粤语 / 法语 / 西班牙语,2012-12-20(中国大陆/中国香港),122分钟, tt1424310,6.7
387,霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,2014,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '彼得·杰克逊', '吉尔莫·德尔·托罗', 'J. R. R. 托尔金']","['马丁·弗瑞曼', '伊恩·麦克莱恩', '理查德·阿米蒂奇', '伊万杰琳·莉莉', '李·佩斯', '卢克·伊万斯', '本尼迪克特·康伯巴奇', '肯·斯托特', '詹姆斯·内斯比特', '比利·康诺利', '凯特·布兰切特', '伊安·霍姆', '克里斯托弗·李', '雨果·维文', '奥兰多·布鲁姆', '马努·贝内特', '艾丹·特纳', '迪恩·奥戈曼', '格拉汉姆·麦克泰维什', '斯蒂芬·弗雷', '米卡埃尔·佩斯布兰特']","['动作', '奇幻', '冒险']", 美国 / 新西兰, 英语,2015-01-23(中国大陆),144分钟,"
        ",8.5
389,007：大战皇家赌场 Casino Royale,2006,['马丁·坎贝尔'],"['尼尔·珀维斯', '罗伯特·韦德', '保罗·哈吉斯', '伊恩·弗莱明']","['丹尼尔·克雷格', '伊娃·格林', '麦斯·米科尔森', '朱迪·丹奇', '杰弗里·怀特', '吉安卡罗·吉安尼尼', '卡特琳娜·莫里诺', '西蒙·阿布卡瑞安', '伊萨赫·德·班克尔', '加斯帕·克里斯滕森', '伊万娜·米利塞维奇', '托比亚斯·门基斯', '克劳迪奥·桑塔玛利亚', 'Sebastien Foucan', '马尔科姆·辛克莱', '理查德·塞梅尔', '路德格·皮斯特', '约瑟夫·米尔森', '达尔文·肖', '克雷蒙斯·施伊克', '汤姆·查本', '乌尔巴诺·巴尔贝里尼', '周采芹', '拉扎尔·里斯托夫斯基', 'Tom So', '范若施卡·冯·兰朵夫', '卡洛斯·李尔', '克里斯蒂娜·科尔', 'Jürgen Tarrach', '克里斯平 伯汉姆-卡特', 'Peter Notley', 'Robert G. Slade', 'Félicité Du Jeu', 'Michaela Ochotská', '米切尔奥菲', '迈克尔·G·威尔森', '菲尔·梅赫克斯', '亚历桑德拉·安布罗休', 'Regina Gabajová', '委拉斯提娜·斯瓦特库娃', '米罗斯拉夫·西蒙尼克', ""Ivan G'Vera"", '亚历山大·海瑟薇', '拉斯科·阿特金斯', '理查德·布兰森', '马丁·坎贝尔', '塔拉·卡迪纳尔', '本·库克', 'Jan Loukota', '马克·奥尼尔', '冈瑟·冯·哈根斯']","['剧情', '动作', '惊悚', '冒险']", 英国 / 捷克 / 美国 / 德国 / 巴哈马, 英语 / 塞尔维亚语 / 德语 / 意大利语 / 法语,2007-01-30(中国大陆),144分钟, tt0381061,7.7
395,霍比特人2：史矛革之战 The Hobbit: The Desolation of Smaug,2013,['彼得·杰克逊'],"['J. R. R. 托尔金', '弗兰·威尔士', '菲利帕·鲍恩斯', '彼得·杰克逊', '吉尔莫·德尔·托罗']","['伊恩·麦克莱恩', '马丁·弗瑞曼', '理查德·阿米蒂奇', '本尼迪克特·康伯巴奇', '奥兰多·布鲁姆', '伊万杰琳·莉莉', '李·佩斯', '卢克·伊万斯', '斯蒂芬·弗雷', '肯·斯托特', '詹姆斯·内斯比特', '约翰·贝尔', '马努·贝内特', '杰德·布罗菲', '亚当·布朗', '约翰·凯伦', '瑞安·盖奇', '马克·哈德洛', '彼得·汉布尔顿', '斯蒂芬·亨特', '威廉·基尔舍', '西尔维斯特·迈可伊', '格拉汉姆·麦克泰维什', '迪恩·奥戈曼', '米卡埃尔·佩斯布兰特', '艾丹·特纳']","['动作', '奇幻', '冒险']", 美国 / 新西兰, 英语,2014-02-21(中国大陆),161分钟, tt1170358,8.4
400,功夫熊猫2 Kung Fu Panda 2,2011,['吕寅荣'],"['乔纳森·阿贝尔', '格伦·伯杰']","['杰克·布莱克', '安吉丽娜·朱莉', '达斯汀·霍夫曼', '加里·奥德曼', '成龙', '塞斯·罗根', '刘玉玲', '大卫·克罗斯', '吴汉章', '杨紫琼', '丹尼·麦克布莱德', '丹尼斯·海斯伯特', '尚格·云顿', '维克多·加博', '迈克·贝尔', '艾普尔·洪', '亚历山德拉·戈尔德·朱尔登', '斯蒂芬·凯林', '利亚姆·奈特', '保罗·马祖斯基', '丹·奥康纳', '罗密·罗斯蒙特', '莫瑞·史特林', '弗雷德·塔特西奥', '劳伦·汤姆', '康拉德·弗农']","['喜剧', '动作', '动画', '冒险']", 美国, 英语,2011-05-28(中国大陆),91分钟,"
        ",8.0
401,侏罗纪世界 Jurassic World,2015,['科林·特莱沃若'],"['里克·杰法', '阿曼达·斯尔沃', '德里克·康纳利', '科林·特莱沃若', '迈克尔·克莱顿']","['克里斯·帕拉特', '布莱丝·达拉斯·霍华德', '文森特·多诺费奥', '泰·辛普金斯', '尼克·罗宾森', '奥玛·希', '黄荣亮', '伊尔凡·可汗', '朱迪·格雷尔', '杰克·约翰逊', '劳伦·拉普库斯', '凯蒂·麦克格雷斯', '布莱恩·泰', '埃迪·J.费尔南德斯', '因德尔·库马尔', '安迪·巴克利', '吉米·法伦']","['动作', '科幻', '冒险']", 美国, 英语,2015-06-10(中国大陆),124分钟, tt0369610,7.7
406,长城 The Great Wall,2016,['张艺谋'],"['卡洛·伯纳德', '道格·米洛', '托尼·吉尔罗伊', '马克斯·布鲁克斯', '爱德华·兹威克', '马歇尔·赫斯科维兹']","['马特·达蒙', '景甜', '佩德罗·帕斯卡', '刘德华', '威廉·达福', '张涵予', '鹿晗', '彭于晏', '林更新', '郑恺', '黄轩', '陈学冬', '王俊凯', '余心恬', '刘恩佳', '李亨', '李京沐', '纽曼·阿卡', '约翰尼·希科', '皮鲁·埃斯贝克', '李彦']","['动作', '奇幻', '冒险']", 中国大陆 / 美国, 英语 / 汉语普通话,2016-12-16(中国大陆),104分钟, tt2034800,4.9
415,疯狂原始人2 The Croods: A New Age,2020,['乔尔·克劳福德'],"['柯克·德·米科', '丹·哈格曼', '凯文·哈格曼', '克里斯·桑德斯']","['尼古拉斯·凯奇', '艾玛·斯通', '瑞安·雷诺兹', '凯瑟琳·基纳', '莱斯利·曼恩', '彼特·丁拉基', '克拉克·杜克', '克萝丽丝·利奇曼', '乔安娜·林莉', '凯莉·玛丽·陈']","['喜剧', '动画', '冒险']", 美国, 英语,2020-11-27(中国大陆),95分钟, tt2850386,7.7
418,爱情公寓,2018,['韦正'],"['汪远', '邹杰', '王志宏', '张珮珏']","['陈赫', '袁弘', '娄艺潇', '邓家佳', '孙艺洲', '李佳航', '李金铭', '刘天佐', '赵志伟', '张双利', '徐磊', '韦正', '汪远', '朱桢', '于立', '榕榕', '罗姝涵', '许和琪', '刘雨昕', '张希雅', '孔雪儿', '关凯元', '张悠然', '周煊', '丧钟大师', '老驴', '张天馨', '刘宇馨', '陈旭明', '王思博', '赵子豪', '杨朕', '郝宇', '徐梦洁', '常钰', '韩丹', '严丰', '郭林钧']","['喜剧', '冒险']", 中国大陆, 汉语普通话,2018-08-10(中国大陆),117分钟, tt8893870,3.2
419,沉睡魔咒 Maleficent,2014,['罗伯特·斯特罗姆伯格'],"['保罗·迪尼', '琳达·伍尔芙顿']","['安吉丽娜·朱莉', '艾丽·范宁', '沙尔托·科普雷', '莱丝利·曼维尔', '艾美达·斯丹顿', '朱诺·坦普尔', '萨姆·赖利', '布伦顿·思韦茨', '肯内斯·库兰汉姆', '莎拉·弗林德', '汉娜·纽', '伊莎贝尔·莫洛伊', '迈克尔·希金斯', '艾拉·珀内尔', '杰克逊·比尤斯']","['奇幻', '冒险']", 美国 / 英国, 英语,2014-06-20(中国大陆),98分钟(中国大陆), tt1587310,7.3
428,哥斯拉大战金刚 Godzilla vs Kong,2021,['亚当·温加德'],"['特里·鲁西奥', '埃里克·皮尔森', '麦克思·鲍伦斯坦', '迈克尔·道赫蒂', '扎克·希尔兹']","['亚历山大·斯卡斯加德', '米莉·波比·布朗', '丽贝卡·豪尔', '凯莉·霍特尔', '布莱恩·泰里·亨利', '小栗旬', '艾莎·冈萨雷斯', '朱利安·迪尼森', '兰斯·莱迪克', '凯尔·钱德勒', '德米安·比齐尔', '哈基姆·凯-卡西姆', '钱信伊', '约翰·皮鲁切洛', '克里斯·乔克', '康兰·卡萨尔', '布拉德·麦克默里', '本杰明·里格比', '普里西拉·道伊西', '戴维·卡斯蒂洛', '吉姆·帕尔默', '柯蒂斯·布什', '皮拉·福德', '爱丽丝·兰斯伯里', '肖恩·麦克布莱德', '乔尔·皮尔斯', '乔恩·奎斯蒂德', '塔斯尼姆·罗克', '艾梅伯·瓦尔斯', '迪索·拉莫斯']","['动作', '科幻', '冒险']", 美国 / 澳大利亚 / 加拿大 / 印度, 英语 / 美国手语,2021-03-26(中国大陆),113分钟, tt5034838,6.3
430,遗愿清单 The Bucket List,2007,['罗伯·莱纳'],['贾斯汀·扎克汉姆'],"['杰克·尼科尔森', '摩根·弗里曼', '西恩·海耶斯', '贝弗利·陶德', '罗伯·莫洛', '阿方索·弗里曼', '罗文娜·金', '韦尔达·布里奇斯', '伊恩·安东尼·代尔', '詹妮弗·迪弗朗西斯科', '安吉拉·加德纳', '诺尔·古格雷米', '乔纳森·赫尔南德斯', '休·B·赫鲁伯', '理查德·麦克格纳格尔', '丸山凯伦', '安波米德', '尼基·诺瓦克', '克里斯托弗·斯塔普勒顿', '泰勒.安.汤普森', '亚历克斯·崔贝克', 'Annton Berry Jr.', 'Destiny Brownridge', 'Brian Copeland', '乔丹·朗德', 'Jonathan Mangum', 'Serena Reeder', 'MaShae Alderman', 'Vin Scully']","['剧情', '喜剧', '冒险']", 美国, 英语,2007-12-25(多伦多电影节),97 分钟, tt0825232,8.7
431,加勒比海盗4：惊涛怪浪 Pirates of the Caribbean: On Stranger Tides,2011,['罗伯·马歇尔'],"['泰德·艾略特', '特里·鲁西奥']","['约翰尼·德普', '佩内洛普·克鲁兹', '杰弗里·拉什', '伊恩·麦柯肖恩', '凯文·麦克纳利', '山姆·克拉弗林', '阿斯特丽德·伯格斯-弗瑞斯贝', '斯蒂芬·格拉汉姆', '凯斯·理查德兹', '理查德·格雷弗斯', '格雷格·埃利斯', '达米恩·奥哈尔', '奥斯卡·贾恩那达', '安东·莱瑟', '罗杰·阿拉姆', '朱迪·丹奇', '克里斯托弗·法里班克', '保罗·巴泽利', '布隆森·韦伯', '理查德·汤姆森', '松崎悠希', '罗比·凯', '斯蒂夫·艾弗茨', 'Ian Mercer', '道比·欧帕瑞', '嘉玛·沃德', '塞巴斯蒂安·阿梅斯托', '胡安·卡洛斯·凡希多', '杰拉德·摩纳科', '卢克·罗伯茨', '丹尼尔·英格斯', '艾米莉亚·琼斯', '帕特里克·肯尼迪', 'Jody Halse', '克利福德·罗斯', 'Sanya Hughes', '达芙妮', '安托瓦内特·尼普莱拉', '德里克·梅耶斯', '金塔雷·贝尼奥拉维特', '贝恩·科拉科', '埃利奥特·克罗斯利', 'Kit Farrell', '尼可拉·芬恩', '鲍比·霍兰德·汉顿', 'Harley Jay', '杰瑞米·金', '特蕾莎·马奥尼', '让·皮埃尔·普拉茨', '克里斯滕·史蒂芬森皮诺', '哈维·沃尔什']","['动作', '奇幻', '冒险']", 美国, 英语,2011-05-20(美国/中国大陆),136分钟,"
        ",7.8
436,扎克·施奈德版正义联盟 Zack Snyder's Justice League,2021,['扎克·施奈德'],"['扎克·施奈德', '克里斯·特里奥', '威尔·比尔', '杰里·西格尔', '乔·舒斯特']","['本·阿弗莱克', '亨利·卡维尔', '盖尔·加朵', '杰森·莫玛', '埃兹拉·米勒', '雷·费舍尔', '艾米·亚当斯', '威廉·达福', '杰西·艾森伯格', '杰瑞米·艾恩斯', '戴安·琳恩', '康妮·尼尔森', 'J·K·西蒙斯', '塞伦·希德', '郑恺', '艾梅柏·希尔德', '乔·莫顿', '丽莎·洛文·孔斯利', '大卫·休里斯', '安·奥戈博莫', '奥古斯塔·艾娃·艾伦德斯杜提尔', '克里斯特比约格·凯尔德', '英格瓦·埃盖特·西古德松', '马克·麦克卢尔', '迈克尔·麦克埃尔哈顿', '约翰·达格尔什', '拉腊·德坎罗', '罗比·基', '吉姆·斯图格恩', '杜晨·科洛斯', '埃莉诺·松浦', '萨曼莎·乔', '布鲁克·恩斯', '杰罗姆·普拉顿', '理查德·克里弗特', '文森特·里奥特', '马克·阿诺德', '彼得·吉尼斯', '赛吉·康斯坦斯', '奥萝尔·劳泽瑞尔', '朱利安·刘易斯·琼斯', '雷·波特', '弗朗西斯·麦基', '科雷西·克莱门斯', '露西·布莱尔斯', '威尔·柯班', '凯伦·布莱森', '克里斯蒂·梅尔', '吉安皮罗·科格诺利', '寇布勒·霍尔德布鲁克-史密斯', '凯文·马图林', '泰勒·詹姆斯', '布鲁斯·钟', '奥赖恩·李', '奥利弗·加茨', '凯莉·波尔克', '奥利弗·鲍威尔', '哈里·列尼斯', '欧米·罗斯', '萨姆·本杰明', '卡拉·古奇诺', '罗素·克劳', '扎克·施奈德']","['动作', '科幻', '奇幻', '冒险']", 美国, 英语,2021-05-03(中国大陆网络),242分钟, tt12361974,8.1
441,大侦探皮卡丘 Pokémon Detective Pikachu,2019,['罗伯·莱特曼'],"['丹·埃尔南德斯', '罗伯·莱特曼', '德里克·康纳利', '尼科尔·帕尔曼', '田尻智', '增田顺一', '杉森建']","['瑞安·雷诺兹', '贾斯蒂斯·史密斯', '凯瑟琳·纽顿', '克里斯·吉尔', '比尔·奈伊', '渡边谦', '瑞塔·奥拉', '苏琪·沃特豪斯', '卡兰·索尼', '普莉安卡·伯福德', '乔丹·朗', '贝恩·科拉科', '卡迪夫·克尔万', '奥马尔·查帕罗', '伯纳多·桑托斯', '大谷育江', '露丝·霍洛克斯', '丹尼尔·厄根', '贾格·帕特尔', '查利·蕾娅·埃斯奎尔', '黛博拉·洛克', '所罗门·塔伊沃·贾斯提费尔德', '尼克·欧文福特', '凯文·马塔迪恩', '迪柏洛', '竹内凉真']","['喜剧', '动画', '奇幻', '冒险']", 美国 / 日本 / 英国 / 加拿大, 英语,2019-05-10(美国/中国大陆),104分钟, tt5884052,6.4
443,驯龙高手3 How to Train Your Dragon: The Hidden World,2019,['迪恩·德布洛斯'],"['迪恩·德布洛斯', '葛蕾熙达·柯维尔']","['杰伊·巴鲁切尔', '亚美莉卡·费雷拉', 'F·默里·亚伯拉罕', '凯特·布兰切特', '杰拉德·巴特勒', '克雷格·费格森', '乔纳·希尔', '克里斯托夫·梅兹-普莱瑟', '克里斯汀·韦格', '基特·哈灵顿', '罗宾·阿特金·唐斯', '基隆·埃利奥特', '吉迪恩·埃默里', '阿什利·詹森', '奥拉维尔·达里·奥拉夫松', '詹姆士·谢', '大卫·田纳特']","['动画', '奇幻', '冒险']", 美国, 英语,2019-03-01(中国大陆),104分钟, tt2386490,7.4
445,超凡蜘蛛侠 The Amazing Spider-Man,2012,['马克·韦布'],"['詹姆斯·范德比尔特', '史蒂夫·迪特寇', '斯坦·李']","['安德鲁·加菲尔德', '艾玛·斯通', '瑞斯·伊凡斯', '丹尼斯·利瑞', '马丁·辛', '莎莉·菲尔德', '伊尔凡·可汗', '斯坦·李', '坎贝尔·斯科特', '艾伯丝·戴维兹', '克里斯·泽尔卡', '麦克斯·查尔斯', 'C·托马斯·豪威尔', '卡丽·科尔曼', '迈克尔·巴拉', '雷弗·甘特沃特', '安迪·佩索亚', '汉娜·马克斯', '凯尔西·周', '凯文·麦克克科尔', '芭芭拉·伊芙·哈里斯', '丹尼埃尔·布鲁吉奥', '基思·坎贝尔', '史蒂夫·德卡斯特罗', '吉尔·弗林特', '马克·多尔蒂', '斯凯勒·吉桑多', '查理·迪皮尤', '维森特·拉雷斯卡', '陈清仁', '亚历山大·贝特里', '蒂娅·德克萨达', '杰·卡普托', 'Jennifer Lyons', '迈克尔·麦斯', '艾波·斯蒂文斯', 'Ethan Cohn', '马米·科西科', '佐伊·达奇', '迈尔斯·艾略特', '布莱恩·法里戴', '沙沙维恩·豪尔', '泰德·霍利斯', '阿曼达·麦克唐纳', '迈克尔·帕帕约翰', '马蒂·帕帕奇安', '克里斯汀·奎克', '约翰·斯库蒂', '肯特·绍克内克', 'Jake Keiffer']","['动作', '科幻', '奇幻', '冒险']", 美国, 英语,2012-08-27(中国大陆),136分钟, tt0948470,7.6
451,荒野猎人 The Revenant,2015,['亚历杭德罗·冈萨雷斯·伊纳里图'],"['马克·L·史密斯', '亚历杭德罗·冈萨雷斯·伊纳里图', '迈克尔·庞克']","['莱昂纳多·迪卡普里奥', '汤姆·哈迪', '多姆纳尔·格里森', '威尔·保尔特', '福勒斯特·古德勒克', '保罗·安德森', '克里斯托弗·约纳尔', '约书亚·博格', '杜安·霍华德', '梅劳·纳克霍克', '亚瑟·雷德克劳德', '克里斯托弗·罗莎蒙德', '罗伯特·莫隆尼', '卢卡斯·哈斯', '布兰登·弗莱彻', '伊曼纽尔·比洛多', '汤姆·盖里', '斯科特·奥林克', '格蕾丝·德芙', '阿德里安·格林·麦莫伦', '哈维尔·博泰特', '布拉德·卡特', '雷·蔡斯', '查尔斯·法西', '杰伊·塔瓦尔', '迈克尔·维拉尔']","['剧情', '动作', '冒险']", 美国 / 中国香港 / 中国台湾, 英语 / 波尼语 / 法语,2016-03-18(中国大陆),156分钟, tt1663202,8.0
454,风之谷 風の谷のナウシカ,1984,['宫崎骏'],['宫崎骏'],"['岛本须美', '松田洋治', '榊原良子', '辻村真人', '京田尚子', '纳谷悟朗', '永井一郎', '宫内幸平', '八奈见乘儿', '矢田稔', '富永美伊奈', '家弓家正', '吉田理保子', '菅谷政子', '坂本千夏', '鳕子', '麦人', '大塚芳忠']","['动画', '奇幻', '冒险']", 日本, 日语,1992-05(中国大陆),117分钟, tt0087544,8.9
462,饥饿游戏 The Hunger Games,2012,['盖瑞·罗斯'],"['苏珊·科林斯', '比利·雷', '盖瑞·罗斯']","['詹妮弗·劳伦斯', '乔什·哈切森', '利亚姆·海姆斯沃斯', '韦斯·本特利', '伊丽莎白·班克斯', '斯坦利·图齐', '伍迪·哈里森', '伊莎贝拉·弗尔曼', '阿曼德拉·斯坦伯格 ', '薇洛·西尔德斯', '唐纳德·萨瑟兰', '亚历山大·路德韦格', '莱文·兰宾', '杰克·奎德']","['动作', '科幻', '冒险']", 美国, 英语,2012-06-14(中国大陆),142分钟, tt1392170,7.0
476,爱丽丝梦游仙境 Alice in Wonderland,2010,['蒂姆·波顿'],"['琳达·伍尔芙顿', '路易斯·卡罗尔']","['米娅·华希科沃斯卡', '约翰尼·德普', '海伦娜·伯翰·卡特', '安妮·海瑟薇', '克里斯平·格洛弗', '马特·卢卡斯', '斯蒂芬·弗雷', '麦克·辛', '艾伦·瑞克曼', '克里斯托弗·李']","['奇幻', '冒险']", 美国, 英语,2010-03-26(中国大陆),108 分钟, tt1014759,7.4
480,环太平洋 Pacific Rim,2013,['吉尔莫·德尔·托罗'],"['特拉维斯·比彻姆', '吉尔莫·德尔·托罗']","['查理·汉纳姆', '菊地凛子', '伊德里斯·艾尔巴', '查理·戴', '朗·普尔曼', '罗伯特·卡辛斯基', '马克斯·马蒂尼', '伯恩·戈曼', '小克利夫顿·克林斯', '芦田爱菜', '迪亚哥·克莱特霍夫', '希瑟·多克森', '罗伯特·梅耶', '刘智福', '刘智满', '刘智堂']","['动作', '科幻', '冒险']", 美国, 英语 / 日语 / 粤语 / 汉语普通话 / 俄语,2013-07-31(中国大陆),131分钟, tt1663662,7.7
484,速度与激情：特别行动 Fast & Furious Presents: Hobbs & Shaw,2019,['大卫·雷奇'],"['克里斯·摩根', '盖瑞·斯科特·汤普森', '德鲁·皮尔斯']","['道恩·强森', '杰森·斯坦森', '伊德里斯·艾尔巴', '凡妮莎·柯比', '艾莎·冈萨雷斯', '海伦·米伦', '瑞安·雷诺兹', '凯文·哈特', '埃迪·马森', '罗曼·雷恩斯', '斯蒂芬妮·沃格特', '维克托里娅·菲斯', '康兰·卡萨尔', '海伦娜·福尔摩斯', '伯纳多·桑托斯', '露丝·霍洛克斯', '大卫·穆梅尼', '马诺伊·阿南德', '阿玛尔·阿达蒂亚', '朱利安·费罗', '丹尼尔·厄根', '拉普洛斯·卡伦福佐斯', '阿克塞尔·努', '史蒂夫·莱温顿', '安东尼奥·曼奇诺', '斯特拉·斯托克尔', '克利夫·柯蒂斯']","['喜剧', '动作', '冒险']", 美国 / 日本, 英语 / 萨摩亚语 / 俄语,2019-08-23(中国大陆),137分钟, tt6806448,6.3
485,血钻 Blood Diamond,2006,['爱德华·兹威克'],['查尔斯·里维特'],"['莱昂纳多·迪卡普里奥', '杰曼·翰苏', '詹妮弗·康纳利', '阿诺德·沃斯洛', '大卫·哈雷伍德', '吉米·米斯特雷', '麦克·辛', '史蒂芬·柯林斯']","['剧情', '惊悚', '冒险']", 美国 / 德国 / 英国, 英语 / 门德语 / 南非语,2006-12-08(美国),143 分钟, tt0450259,8.7
492,X战警：黑凤凰 Dark Phoenix,2019,['西蒙·金伯格'],"['西蒙·金伯格', '约翰·伯恩', '克里斯·克雷蒙', '戴夫·科克勒姆', '杰克·科比', '斯坦·李']","['苏菲·特纳', '詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹妮弗·劳伦斯', '尼古拉斯·霍尔特', '泰伊·谢里丹', '亚历山德拉·希普', '埃文·彼得斯', '柯蒂·斯密特-麦菲', '杰西卡·查斯坦', '斯科特· 谢泼德', '奥托·艾森度', '布莱恩·达西·詹姆斯', '豪斯顿·塞奇', '拉马尔·约翰逊', '莎莫·芳塔娜', '汉娜·艾米莉·安德森', '乔什·麦克拉伦', 'Todd Hallowell', '凯伦·伊万尼', 'Daniel Rindress-Kay', '拉斐尔·格罗斯-哈维', '朱利安·拜利', '塞巴斯蒂安·麦克莱恩', '毛里齐奥·泰拉扎诺', '西蒙·阿兰', '克里斯·克雷蒙', '唐尼·法尔塞蒂', '布拉迪·艾伦', '安德鲁·斯特林', '科塔·埃伯哈特', '泰勒·艾略特·伯克', '弗兰克·方丹', '艾伦·沙努安', '亚历山大·贝朗格', '奥利维耶·拉玛舒', '沙维尔·索特洛']","['动作', '科幻', '冒险']", 美国 / 加拿大, 英语 / 法语,2019-06-06(中国大陆),114分钟, tt6565702,5.7
