number, name, year, director, screenwriter, roles, style, countries, language, date, long, imdb, evaluation
782,碟中谍3 Mission: Impossible III,2006,['J·J·艾布拉姆斯'],"['艾里克斯·库兹曼', '罗伯托·奥奇', 'J·J·艾布拉姆斯', '布鲁斯·盖勒']","['汤姆·克鲁斯', '菲利普·塞默·霍夫曼', '文·瑞姆斯', '比利·克鲁德普', '米歇尔·莫纳汉', '乔纳森·莱斯·梅耶斯', '凯丽·拉塞尔', '李美琪', '西蒙·佩吉', '埃迪·马森', '劳伦斯·菲什伯恩', '巴哈·索莫克', '杰夫·蔡斯', '小迈克尔·贝瑞', '卡拉·盖洛', '贝拉米·扬', '简·达利', '格雷戈·格伦伯格', '罗丝·洛林斯', '萨莎·亚历山大', '特雷西·米登道夫', '亚伦·保尔', '凯瑟琳·费奥雷', '肖恩·奥布赖恩', '布鲁斯·弗兰奇', 'Ellen Bry', 'Tony Guma', '詹姆斯·肖安科林', '安妮·贝坦克特', '安德里亚·萨托雷蒂', '弗朗西斯科·德·维托', '乔治·马尔凯西', '尼可洛·森尼', '保罗·博纳切利', 'Michael Kehoe', '蒂莫西·奥门德森', '何塞·祖尼加', '郑伯昱', '罗伯特·阿隆佐', '布兰登·P·贝尔', '杰米斯·巴特勒', '乔治·张', 'Abra Chouinard', '查尔斯·拉西·陈', 'Jonathan Dixon', 'Dana Dru Evenson', 'Michael Fisher', '黛安娜·加埃塔', 'Allison Giannini', '小泽吉郎', '艾里克斯·库兹曼', '丹·明德尔', '布兰顿·莫拉勒', '罗伯托·奥奇', 'Douglas Price', 'Kwame Rakes', '西蒙·瑞', 'Evan Shields', 'Ben Solenberger', '宋静秀', '吉米·斯达', '约翰托宾', 'Jasmine Brooke White', 'Ty Williams']","['动作', '惊悚', '冒险']", 美国 / 德国 / 中国大陆 / 意大利, 英语 / 意大利语 / 汉语普通话 / 粤语 / 德语 / 捷克语,2006-07-20(中国大陆),126分钟, tt0317919,7.6
800,摩天营救 Skyscraper,2018,['罗森·马歇尔·瑟伯'],['罗森·马歇尔·瑟伯'],"['道恩·强森', '内芙·坎贝尔', '黄经汉', '罗兰·默勒', '诺亚·泰勒', '文峰', '巴勃罗·施瑞博尔', '麦肯纳·罗伯茨', '诺亚·科特雷尔', '昆凌', '艾德里安·霍姆斯', '陆颖颐', '凯文·兰金', '杰特·克莱恩', '拜伦·劳森', '瑞安·汉德利', '布莱恩·何', '黄仁勋', '柯林·科里根', '维努斯·特雷佐', '保罗·麦克吉莱恩', '马特·欧莱瑞', '马泰', '卡洛·余', '王云菲', '吴嘉星', '法比欧·塔索恩', '拉桑德拉·吉布森', 'Vivian Full', '安德烈·胡勒斯', '索姆·卡皮拉', '比特里斯·金', '关永扬']","['动作', '惊悚', '冒险']", 中国香港 / 美国, 英语 / 粤语 / 汉语普通话,2018-07-20(中国大陆),102分钟, tt5758778,6.3
805,独立日 Independence Day,1996,['罗兰·艾默里奇'],"['罗兰·艾默里奇', '迪安·德夫林']","['威尔·史密斯', '杰夫·高布伦', '比尔·普尔曼', '玛丽·麦克唐纳', '贾德·赫希', '罗伯特·劳吉亚', '兰迪·奎德', '玛格丽特·柯林', '薇薇卡·福克斯', '詹姆斯·瑞布霍恩', '哈维·费斯特恩', '亚当·鲍德温', '布伦特·斯皮内', '詹姆斯·杜瓦尔', '莉萨·雅克布', '杰赛普·安德鲁斯', '罗斯·巴格利', '比尔·斯米托洛维奇', '梅·惠特曼', '小哈里·康尼克', '绮尔斯腾·瓦伦', '约翰·斯托里', '弗兰克·诺瓦克', '德文·古梅尔萨尔', '吉姆·皮多克']","['动作', '科幻', '冒险', '灾难']", 美国, 英语,1996-07-02(加拿大),145分钟, tt0116629,8.1
810,碟中谍2 Mission: Impossible II,2000,['吴宇森'],"['罗伯特·汤', '罗纳德·D·摩尔', '布兰农·布拉加', '布鲁斯·盖勒']","['汤姆·克鲁斯', '多格雷·斯科特', '坦迪·牛顿', '文·瑞姆斯', '理查德·劳斯伯格', '约翰·波尔森', '布莱丹·格里森', '拉德·舍博德兹加', '威廉·麦鲍瑟', '多米尼克·珀塞尔', '尼古拉斯·贝尔', '奇·陈', 'Christian Manon', 'Brett Partridge', '艾丽森·阿拉亚', 'Caine', 'Ryder Davis', 'Alan Hennessy', '安东尼·霍普金斯', '派崔克·马柏', '托莉·莫塞特']","['动作', '惊悚', '冒险']", 美国 / 德国, 英语,2002-11-28(中国大陆),123分钟, tt0120755,7.3
814,荒岛余生 Cast Away,2000,['罗伯特·泽米吉斯'],['小威廉·保尔斯'],"['汤姆·汉克斯', '海伦·亨特', '克里斯·诺斯', '尼克·瑟西']","['剧情', '冒险']", 美国, 英语 / 俄语,2000-12-22(美国),143分钟, tt0162222,8.6
815,冰川时代2：融冰之灾 Ice Age: The Meltdown,2006,['卡洛斯·沙尔丹哈'],"['彼得·高尔克', '格里·斯沃洛', '吉姆·赫克特']","['雷·罗马诺', '约翰·雷吉扎莫', '丹尼斯·利瑞', '西恩·威廉·斯科特', '乔希·佩克', '奎恩·拉提法', '威尔·阿奈特', '杰·雷诺', '克里斯·韦奇', '彼得·阿克曼', '约瑟夫·博洛尼亚', '彼得·德塞夫']","['喜剧', '动画', '冒险']", 美国, 英语,2006-06-09(中国大陆),91 分钟,"
        ",8.2
820,博物馆奇妙夜3 Night at the Museum: Secret of the Tomb,2014,['肖恩·利维'],"['大卫·盖恩', '迈克尔·汉德尔曼', '马克·弗里德曼', '托马斯·列农', '罗伯特·本·加兰特']","['本·斯蒂勒', '罗宾·威廉姆斯', '欧文·威尔逊', '史蒂夫·库根', '瑞奇·热维斯', '丹·史蒂文斯', '蕾蓓尔·威尔森', '斯凯勒·吉桑多', '拉米·马雷克', '派崔克·盖勒', '米苏·贝克', '本·金斯利', '水晶', '迪克·范·戴克', '米基·鲁尼', '休·杰克曼']","['喜剧', '奇幻', '冒险']", 美国 / 英国, 英语 / 匈奴语,2015-01-04(中国大陆),98分钟,"
        ",7.2
826,灰姑娘 Cinderella,2015,['肯尼思·布拉纳'],['克里斯·韦兹'],"['莉莉·詹姆斯', '理查德·麦登', '凯特·布兰切特', '海莉·阿特维尔', '海伦娜·伯翰·卡特', '荷丽黛·格兰杰', '索菲 麦希拉', '斯特兰·斯卡斯加德', '侬索·阿诺斯', '德里克·雅各比', '本·卓别林', '罗伯·布莱顿', '埃洛伊塞·韦伯', '劳里·卡尔弗特', '亚历克斯·麦奎因', '约书亚·麦圭尔', '王丽雅']","['爱情', '奇幻', '冒险']", 美国 / 英国, 英语,2015-03-13(美国/中国大陆),106分钟, tt1661199,6.9
839,猫和老鼠 Tom and Jerry,2021,['蒂姆·斯托瑞'],"['凯文·科斯特洛', '威廉·汉纳', '约瑟夫·巴伯拉']","['科洛·莫瑞兹', '迈克尔·佩纳', '郑肯', '科林·乔斯特', '乔丹·博尔格', '罗伯·德兰尼', '克里斯蒂娜·钟', '布赖恩·斯特帕尼克', '帕拉维·沙尔达', '卡米拉·阿维森', '克丽·麦克莱恩', '卡米拉·拉瑟福德', '泰·赫尔利', '丹尼尔·阿德博伊加', '乔蕾·科斯', '丹尼尔·厄根', '伯纳多·桑托斯', '乔·伯恩', '乔基姆·斯卡利']","['喜剧', '动画', '冒险']", 英国 / 美国, 英语,2021-02-26(美国/中国大陆),101分钟, tt1361336,5.2
844,勇敢者游戏：决战丛林 Jumanji: Welcome to the Jungle,2017,['杰克·卡斯丹'],"['克里斯·麦克纳', '埃里克·萨默斯', '斯科特·罗森伯格', '杰夫·皮克纳', '克里斯·范·奥斯伯格']","['道恩·强森', '凯文·哈特', '杰克·布莱克', '凯伦·吉兰', '尼克·乔纳斯', '瑞斯·达比', '鲍比·坎纳瓦尔', '亚历克斯·沃尔夫', '瑟达吕斯·布兰', '麦迪森·伊瑟曼', '摩根·特纳', '梅森·古乔内', '马克·埃文·杰克逊', '玛琳·辛科', '特雷西·邦纳', '玛莉贝丝·梦露', '米西·派勒', '杰米·雷内尔', '卡尔利斯·布克', '罗翰·昌德', '科林·汉克斯']","['喜剧', '动作', '奇幻', '冒险']", 美国 / 印度 / 加拿大 / 英国 / 澳大利亚 / 德国, 英语,2018-01-12(中国大陆),119分钟, tt2283362,6.8
848,雷霆沙赞！ Shazam!,2019,['大卫·F·桑德伯格'],"['亨利·盖登', '达伦·莱姆克', '比尔·帕克', 'C·C·贝克']","['扎克瑞·莱维', '马克·斯特朗', '亚瑟·安其', '杰克·迪伦·格雷泽', '杰曼·翰苏', '费丝·赫尔曼', '约文·阿曼德', '陈琦烨', '格蕾丝·富尔顿', '亚当·布罗迪', '梅根·古德', '米歇尔·博斯', '罗斯·巴特勒', '玛尔塔·米兰斯', '库珀·安德鲁斯', '罗维娜·亚瓦里', '埃文·马什', '娜塔莉·萨福兰', 'D·J·科特罗纳', '艾娃·普雷斯顿', '安迪·奥修', '卡尔森·迈克马克', '莎伊娜·瑞恩', '莎拉·贝纳尼', '安吉莉卡·利斯克', '辛迪·戴', '洛塔·洛斯滕', '西蒙·诺斯伍德', '戴维·科赫史密斯', '卢·卢·萨夫兰', '亚当·罗德内斯', '杰夫·桑卡', '阿里·巴德沙阿', '大卫·J·麦克尼尔', '达娜·雷兹尼克', '迪索·拉莫斯']","['动作', '奇幻', '冒险']", 美国 / 加拿大, 英语 / 西班牙语,2019-04-05(美国/中国大陆),132分钟, tt0448115,6.2
853,冰川时代5：星际碰撞 Ice Age: Collision Course,2016,"['麦克·特米尔', '加仑·T·楚']","['迈克尔·J·威尔森', '迈克尔·伯格 ', '尤尼·布伦纳', '奥布里·所罗门']","['西蒙·佩吉', '洁茜J', '杰西·泰勒·弗格森', '克里斯·韦奇', '詹妮弗·洛佩兹', '梅丽莎·劳奇', '迈克尔·斯特拉罕', '雷·罗马诺', '约翰·雷吉扎莫', '斯蒂芬妮·比翠丝', '尼克·奥弗曼', '亚当·德维尼', '柯柯·帕尔莫', '马克思·格林菲尔德', '丹尼斯·利瑞', '卡洛斯·庞丝', '旺达·塞克丝', '尼尔·德格拉塞·泰森']","['喜剧', '动画', '冒险']", 美国, 英语,2016-08-23(中国大陆),94分钟,"
        ",7.1
857,不义联盟：人间之神 Injustice,2021,['Matt Peters'],['Ernie Altbacker'],"['吉莉安·雅各布斯', '安松·蒙特', '劳拉·贝莉', '贾斯汀·哈特雷', '珍妮特·瓦尼', '奥利弗·赫斯顿', '弗雷德·塔特西奥']","['剧情', '奇幻', '冒险']", 美国, 英语,2021-10-09(美国),78分钟, tt5012504,4.9
866,爱宠大机密2 The Secret Life of Pets 2,2019,['克里斯·雷纳德'],['布莱恩·林奇'],"['帕顿·奥斯瓦尔特', '凯文·哈特', '哈里森·福特', '艾瑞克·斯通斯崔特', '珍妮·斯蕾特', '蒂凡尼·哈迪斯', '蕾克·贝尔', '达纳·卡维', '鲍比·莫尼汉', '汉尼拔·布勒斯', '克里斯·雷纳德', '艾丽·坎伯尔', '皮特·霍姆斯', '尼克·克罗尔', '肖恩·吉布朗尼', '梅雷迪斯·萨拉格尔', '迈克尔·贝亚蒂', '大卫·阿克德', '斯科特·摩西尔', '杰米·卡米尔', '拉瑞恩·纽曼', '布莱恩·T·德莱尼', '杰西卡·迪西可', '桑德拉·艾切维里亚', '加斯·詹宁斯', '塔拉·斯特朗', '弗雷德·塔特西奥', '约翰·卡西尔', '斯科特·门维尔', '马修·伍德']","['喜剧', '动画', '冒险']", 美国, 英语,2019-07-05(中国大陆),86分钟, tt5113040,6.8
868,九层妖塔,2015,['陆川'],"['陆川', '天下霸唱']","['赵又廷', '姚晨', '凤小岳', '李晨', '唐嫣', '冯瓅', '李光洁', '王庆祥', '吴军', '王德顺']","['动作', '惊悚', '冒险']", 中国大陆, 汉语普通话,2015-09-30(中国大陆),115分钟,"
        ",4.4
874,赛车总动员 Cars,2006,"['约翰·拉塞特', '乔·兰福特']","['约翰·拉塞特', '乔·兰福特', '乔根·克卢宾', '丹·福格尔曼', '基尔·默里', '菲尔·洛林', '史蒂夫·波赛尔']","['欧文·威尔逊', '保罗·纽曼', '邦尼·亨特', '王牌接线员拉里', '切奇·马林', '托尼·夏尔赫布', '盖多·克隆尼', '詹妮弗·路易斯', '保罗·杜利', '迈克尔·沃利斯', '乔治·卡林', '凯瑟琳·海蒙德', '约翰·拉岑贝格', '乔·兰福特', '迈克尔·基顿', '伊迪·麦克勒格', '安德鲁·斯坦顿', '小戴尔·恩哈特', '迈克尔·舒马赫', '杰·雷诺', '乔纳斯·里维拉', '卢·罗曼诺', '艾丽莎·奈特', '林赛·柯林斯']","['喜剧', '动画', '冒险']", 美国, 英语 / 意大利语 / 日语 / 依地语,2006-08-22(中国大陆),117分钟, tt0317219,8.0
878,超人：钢铁之躯 Man of Steel,2013,['扎克·施奈德'],"['大卫·S·高耶', '克里斯托弗·诺兰', '乔·舒斯特', '杰里·西格尔']","['亨利·卡维尔', '艾米·亚当斯', '迈克尔·珊农', '凯文·科斯特纳', '戴安·琳恩', '罗素·克劳', '克里斯托弗·米洛尼', '安婕·特拉乌', '劳伦斯·菲什伯恩', '阿耶莱特·祖里尔', '雅丹·古尔德', '迈克尔·凯利', '迪伦·斯派比利', '朱利安·瑞钦斯']","['动作', '科幻', '冒险']", 美国 / 英国, 英语,2013-06-20(中国大陆),143分钟,"
        ",7.2
890,海洋奇缘 Moana,2016,"['罗恩·克莱蒙兹', '约翰·马斯克', '唐·霍尔', '克里斯·威廉姆斯']","['杰拉德·布什', '罗恩·克莱蒙兹', '约翰·马斯克', '克里斯·威廉姆斯', '唐·霍尔', '帕米拉·里本', '亚伦·坎德尔', '乔丹·坎德尔']","['奥丽伊·卡瓦洛', '道恩·强森', '瑞切尔·豪斯', '特穆拉·莫里森', '克里斯·杰克逊', '杰梅奈·克莱门特', '尼可·斯彻金格', '艾伦·图代克', '奥斯卡·凯特利', '特洛伊·波拉马鲁', '普阿娜妮·卡瓦洛', '露易丝·布什', 'Carlina Will']","['动画', '歌舞', '奇幻', '冒险']", 美国, 英语,2016-11-25(中国大陆),107分钟, tt3521164,7.5
892,冰川时代3 Ice Age: Dawn of the Dinosaurs,2009,"['卡洛斯·沙尔丹哈', '麦克·特米尔']","['迈克尔·伯格 ', '彼得·阿克曼', '迈克·里斯', '尤尼·布伦纳', '彼得·高尔克', '格里·斯沃洛', '迈克尔·J·威尔森']","['Eunice Cho', '麦丽·弗拉纳甘', '杰森·弗里基奥内', '比尔·哈德尔', 'Kelly Keaton', '乔伊·金', '奎恩·拉提法', '丹尼斯·利瑞', 'Allegra Leguizamo', '约翰·雷吉扎莫', 'Lucas Leguizamo', '科里亚·刘易斯', '简·林奇', '乔希·佩克', '西蒙·佩吉', '雷·罗马诺', '卡洛斯·沙尔丹哈', '西恩·威廉·斯科特', '辛迪·斯拉特里', '克里斯·韦奇', '克里斯汀·韦格', '马特·阿德勒', '史蒂夫·奥特曼', '克劳迪娅·贝索', '霍利·多夫', '塞勒妮丝·雷瓦', '蒂姆·诺德奎斯特', '德维卡·帕利赫', '乔纳森·柴可夫斯基', '弗兰克·维尔克']","['喜剧', '动画', '冒险']", 美国, 英语,2009-07-08(中国大陆),94分钟, tt1080016,8.3
893,哥斯拉 Godzilla,2014,['加里斯·爱德华斯'],"['麦克思·鲍伦斯坦', '戴夫·卡拉汉姆', '本多猪四郎 ', '村田武雄', '香山滋', '弗兰克·德拉邦特', '大卫·S·高耶']","['亚伦·泰勒-约翰逊', '卡梅隆·CJ·亚当斯', '渡边谦', '布莱恩·科兰斯顿', '伊丽莎白·奥尔森', '卡森·波尔德', '莎莉·霍金斯', '朱丽叶·比诺什', '大卫·斯特雷泽恩', '理查德·琼斯', '维克多·罗塞克', '帕特里克·萨邦圭', '杰瑞德·基苏', '卢克·罗德里克', '詹姆斯·皮齐纳托', '埃里克·李塞德', '山村宪之介', '加里·切克', '神奈川宏幸', '特瑞·陈', '詹姆斯·D·德弗', '宝田明', '杰森·弗鲁卡瓦', '布莱恩·马克金森', '泰·奥尔森', '阿尔·萨皮恩扎', '彼得·新田', '比尔·马钱特', '克里斯蒂安·特西尔', '泰勒·尼科斯', '安东尼·科尼切尼', '森田友希', '莱恩·爱德华兹', '基奥·伍尔福德', '托比·莱文斯', '艾伦·坡尔', '艾米·福克斯', '迈克尔·丹尼斯', '玛茜·T·豪斯', '凯文·欧格雷迪', '埃里克·阿达尔', '拉吉·K.波斯']","['动作', '科幻', '冒险', '灾难']", 美国 / 日本, 英语 / 日语,2014-06-13(中国大陆),123分钟, tt0831387,6.6
905,名侦探柯南：贝克街的亡灵 名探偵コナン ベイカー街の亡霊,2002,['儿玉兼嗣'],"['青山刚昌', '野泽尚']","['高山南', '山崎和佳奈', '神谷明', '山口胜平', '林原惠美', '岩居由希子', '高木涉', '大谷育江', '绪方惠美', '高乃丽', '爱河里花子', '斋贺光希', '田中秀幸', '岛本须美', '绪方贤一', '茶风林', '井上和彦', '松井菜樱子', '平田广明', '藤本让', '依田英助', '堀部隆一', '千叶一伸', '小林清志', '速水奖', '速水圭', '宝龟克寿', '中岛聪彦', '长嶝高士', '细井治', '增谷康纪', '百百麻子', '村井每早', '莲池龙三', '津嘉山正种', '折笠爱']","['动画', '悬疑', '冒险']", 日本, 日语,2002-04-20(日本),107分钟, tt0990372,9.0
907,大闹天竺,2017,['王宝强'],"['束焕', '丁丁']","['王宝强', '白客', '岳云鹏', '柳岩', '黄渤', '林永健', '马浴柯', '陈佩斯', '朱时茂', '王祖蓝', '刘昊然']","['喜剧', '动作', '冒险']", 中国大陆, 汉语普通话,2017-01-28(中国大陆),100分钟, tt6152908,3.7
912,冰川时代4 Ice Age: Continental Drift,2012,"['麦克·特米尔', '史蒂夫·马蒂诺']","['迈克尔·伯格 ', '贾森·福克斯', '迈克·里斯']","['阿兹·安萨里', '乔·贝哈', '克里斯托弗·坎贝尔', '阿兰·夏巴', '伊丝特尔·迪恩', '彼特·丁拉基', '奥布里·德雷克·葛莱汉姆', '杰森·弗里基奥内', '卡洛斯·沙尔丹哈', '尼克·弗罗斯特', '乔什·加德', '约翰·雷吉扎莫', '克里斯·韦奇']","['喜剧', '动画', '冒险']", 美国, 英语,2012-07-27(中国大陆),88分钟,"
        ",8.1
914,寻龙传说 Raya and The Last Dragon,2021,"['唐·霍尔', '卡洛斯·洛佩斯·埃斯特拉达', '保罗·布里格斯', '约翰·瑞帕']","['阮基', '阿黛勒·林', '保罗·布里格斯', '唐·霍尔', '卡洛斯·洛佩斯·埃斯特拉达', '基尔·默里', '约翰·瑞帕', '迪恩·威林斯']","['凯莉·玛丽·陈', '奥卡菲娜', '嘉玛·陈', '金大贤', '吴珊卓', '本尼迪克特·王', '伊扎克·王', '塔莉娅·陈', '艾伦·图代克', '迪辰·拉克曼', '帕蒂·哈里森', '姜成镐', '罗斯·巴特勒', '乔娜·肖', '宋静秀', '弗朗克西斯·周', '保罗·扬', '丽莎·德尔·门多', '塔妮亚·古纳迪', '珍妮·关', '卢锡安·佩雷兹', '文森特·罗德里格兹三世']","['动画', '奇幻', '冒险']", 美国, 英语,2021-03-05(中国大陆/美国),108分钟, tt5109280,7.0
927,里约大冒险 Rio,2011,['卡洛斯·沙尔丹哈'],['唐·莱默'],"['杰西·艾森伯格', '安妮·海瑟薇', '乔治·洛佩兹', '罗德里戈·桑托罗', '凯特·德尔·卡斯蒂洛', '卡洛斯·庞丝', '伯纳多·德·保拉']","['喜剧', '动画', '冒险']", 美国, 英语 / 葡萄牙语,2011-04-08(中国大陆),96分钟,"
        ",8.3
933,回到未来 Back to the Future,1985,['罗伯特·泽米吉斯'],"['罗伯特·泽米吉斯', '鲍勃·盖尔']","['迈克尔·J·福克斯', '克里斯托弗·洛伊德', '莉·汤普森', '克里斯平·格洛弗', '托马斯·F·威尔森', '克劳迪娅·韦尔斯', '马克·麦克卢尔', '温迪·乔·斯佩博', '乔治·第桑佐', '弗兰西斯·李·麦克凯恩', '詹姆斯·托根', 'J·J·科恩', '凯西·希玛兹科', '比利·赞恩', '小哈利·沃特斯', '唐纳德·富利洛夫', '丽萨·弗里曼', '克里斯滕·考夫曼']","['喜剧', '科幻', '冒险']", 美国, 英语,1985-07-03(美国),116分钟, tt0088763,8.7
935,我是谁 我是誰,1998,"['陈木胜', '成龙']","['成龙', '陈淑贤', '李·雷诺兹']","['成龙', '法拉美穗', '山本未来', '罗恩·斯梅尔扎克', '艾德·尼尔森', '汤姆·庞珀特', '格洛里·西蒙', '弗雷德·范迪特马希', '弗里茨·克罗梅赫克', '迪克·林斯特拉', '里纳尔多·范奥默伦', '皮姆·达恩', '杰里迈亚·弗莱明', '尼尔·伯杰', '迪克·布林克斯玛', '弗兰克·范韦尔森', '亚尼克·姆巴利', '华盛顿·希索洛', '帕特里克·莫佛肯', '阿尔·卡拉基', '大卫·弗洛克', '迈克·兰伯特', '奇普·布雷', '关勇', '罗恩·斯穆安伯格', '卢惠光']","['喜剧', '动作', '科幻', '冒险']", 中国香港, 英语 / 粤语 / 荷兰语,1998-01-17(中国香港),120分钟, tt0127357,7.7
937,马达加斯加的企鹅 Penguins of Madagascar,2014,"['埃里克·达尼尔', '西蒙·J·史密斯']","['约翰·阿布德', '迈克尔·科尔顿', '埃里克·达尼尔', '汤姆·麦格拉思', '布兰登·索耶']","['汤姆·麦格拉思', '克里斯·米勒', '克里斯多夫·奈茨', '本尼迪克特·康伯巴奇', '郑肯', '安内特·莫翰德鲁', '彼得·斯特曼', '约翰·马尔科维奇', '沃纳·赫尔佐格']","['喜剧', '动画', '冒险']", 美国, 英语 / 汉语普通话 / 意大利语,2014-11-14(中国大陆),92分钟, tt1911658,7.7
942,终结者：黑暗命运 Terminator: Dark Fate,2019,['蒂姆·米勒'],"['詹姆斯·卡梅隆', '查尔斯·H·伊格里', '乔什·弗莱德曼', '大卫·S·高耶', '贾斯汀·罗德斯', '比利·雷', '盖尔·安妮·赫德']","['麦肯兹·戴维斯', '娜塔利娅·雷耶斯', '琳达·汉密尔顿', '阿诺·施瓦辛格', '加布里埃尔·鲁纳', '迪耶戈·博内塔', '恩里克·阿尔切', '特里斯坦·乌罗阿', '艾丽西娅·博拉切罗', '布雷特·阿扎尔', '史蒂芬·克里', '罗谢尔·尼尔', '弗雷泽·杰姆斯', '克劳迪娅·特鲁希略', '比约恩·弗赖贝格', '约翰·盖蒂尔', '彼得·奥蒙德', '洛娜·布朗', '彼得·舒勒']","['动作', '科幻', '冒险']", 美国 / 西班牙 / 匈牙利, 英语 / 西班牙语,2019-11-01(美国/中国大陆),128分钟, tt6450804,6.8
951,暮光之城4：破晓(上) The Twilight Saga: Breaking Dawn - Part 1,2011,['比尔·康顿'],"['斯蒂芬妮·梅耶', '梅莉莎·罗森伯格']","['罗伯特·帕丁森', '克里斯汀·斯图尔特', '泰勒·洛特纳', '杰克逊·拉斯波恩', '阿什丽·格林尼', '安娜·肯德里克', '妮基·瑞德', '彼得·费辛利']","['剧情', '爱情', '惊悚', '奇幻', '冒险']", 美国, 英语,2012-10-23(中国大陆),117分钟, tt1324999,6.8
958,博物馆奇妙夜2 Night at the Museum: Battle of the Smithsonian,2009,['肖恩·利维'],"['罗伯特·本·加兰特', '托马斯·列农']","['本·斯蒂勒', '艾米·亚当斯', '欧文·威尔逊', '汉克·阿扎利亚', '罗宾·威廉姆斯', '克里斯托弗·格斯特', '阿兰·夏巴', '史蒂夫·库根', '瑞奇·热维斯', '比尔·哈德尔', '乔·博恩瑟', '派崔克·盖勒', '杰克·切里', '拉米·马雷克', '米苏·贝克']","['喜剧', '动作', '奇幻', '冒险']", 美国 / 加拿大, 英语 / 阿拉伯语 / 法语,2009-05-26(中国大陆),105 分钟, tt1078912,7.1
968,花木兰 Mulan,1998,"['巴里·库克', '托尼·班克罗夫特']","['萧丽塔', '克里斯·桑德斯']","['温明娜', '艾迪·墨菲', '黄荣亮', '哈维·费斯特恩', '米盖尔·弗尔', '吴汉章']","['剧情', '动画', '家庭', '冒险']", 美国, 英语,1998-06-19(美国),88分钟, tt0120762,7.9
976,妙先生,2020,['李凌霄'],['三弦'],"['小连杀', '宝木中阳']","['动画', '奇幻', '冒险']", 中国大陆, 汉语普通话,2020-07-31(中国大陆),89分钟, tt11482244,6.2
984,侏罗纪公园3 Jurassic Park III,2001,['乔·庄斯顿'],"['彼得·布奇曼', '亚历山大·佩恩', '迈克尔·克莱顿', '吉姆·泰勒']","['山姆·尼尔', '威廉姆·H·梅西', '蒂娅·里欧妮', '亚历桑德罗·尼沃拉', '特拉沃·摩根', '迈克尔·杰特', '约翰·迪尔', '劳拉·邓恩', '泰勒·尼科斯', '马克·哈雷利克', '胡里奥·奥斯卡·门乔索', '布莱克·迈克尔·布莱恩', '萨拉·丹尼尔·马迪森', '琳达·朴', '布鲁斯·A·扬']","['动作', '科幻', '惊悚', '冒险']", 美国, 英语,2002-01-23(中国大陆),92 分钟, tt0163025,7.3
